#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2002-01-05, 21:01:54
# Real time (s): 1213075.660
# Live time (s): 1209818.120
#
# Total counts:  221428538
#
# Left marker:  20 (7.086 keV)
# Right marker: 50 (17.695 keV)
# Counts:       4574772
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.012663
#     A1: 0.353645
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
863	305.208	61557	0.0508812
864	305.562	61271	0.0506448
865	305.916	60985	0.0504084
866	306.269	60688	0.0501629
867	306.623	60847	0.0502943
868	306.977	61093	0.0504977
869	307.330	60977	0.0504018
870	307.684	60723	0.0501918
871	308.037	60631	0.0501158
872	308.391	60249	0.0498
873	308.745	60320	0.0498587
874	309.098	60145	0.0497141
875	309.452	59487	0.0491702
876	309.806	59931	0.0495372
877	310.159	60029	0.0496182
878	310.513	59488	0.049171
879	310.867	59545	0.0492181
880	311.220	59117	0.0488644
881	311.574	59694	0.0493413
882	311.928	59224	0.0489528
883	312.281	59374	0.0490768
884	312.635	58737	0.0485503
885	312.989	59247	0.0489718
886	313.342	58578	0.0484188
887	313.696	58596	0.0484337
888	314.049	58567	0.0484098
889	314.403	58565	0.0484081
890	314.757	58594	0.0484321
891	315.110	58096	0.0480204
892	315.464	58017	0.0479551
893	315.818	58142	0.0480585
894	316.171	57953	0.0479022
895	316.525	58415	0.0482841
896	316.879	58397	0.0482692
897	317.232	57739	0.0477254
898	317.586	57232	0.0473063
899	317.940	57815	0.0477882
900	318.293	57632	0.0476369
901	318.647	57401	0.047446
902	319.000	57044	0.0471509
903	319.354	57288	0.0473526
904	319.708	56814	0.0469608
905	320.061	56825	0.0469699
906	320.415	56785	0.0469368
907	320.769	56521	0.0467186
908	321.122	56387	0.0466078
909	321.476	56309	0.0465434
910	321.830	56313	0.0465467
911	322.183	56168	0.0464268
912	322.537	56220	0.0464698
913	322.891	56002	0.0462896
914	323.244	56020	0.0463045
915	323.598	55854	0.0461673
916	323.952	55836	0.0461524
917	324.305	55424	0.0458118
918	324.659	55465	0.0458457
919	325.012	55257	0.0456738
920	325.366	55286	0.0456978
921	325.720	55280	0.0456928
922	326.073	55023	0.0454804
923	326.427	55106	0.045549
924	326.781	54544	0.0450845
925	327.134	54829	0.04532
926	327.488	55389	0.0457829
927	327.842	54315	0.0448952
928	328.195	54502	0.0450497
929	328.549	54956	0.045425
930	328.903	54274	0.0448613
931	329.256	54067	0.0446902
932	329.610	54115	0.0447299
933	329.963	54258	0.0448481
934	330.317	54273	0.0448605
935	330.671	54117	0.0447315
936	331.024	53490	0.0442133
937	331.378	53776	0.0444497
938	331.732	53714	0.0443984
939	332.085	53391	0.0441314
940	332.439	52833	0.0436702
941	332.793	53898	0.0445505
942	333.146	53224	0.0439934
943	333.500	52808	0.0436495
944	333.854	53399	0.044138
945	334.207	53045	0.0438454
946	334.561	52972	0.0437851
947	334.915	52836	0.0436727
948	335.268	52870	0.0437008
949	335.622	52001	0.0429825
950	335.975	52452	0.0433553
951	336.329	52047	0.0430205
952	336.683	52506	0.0433999
953	337.036	52091	0.0430569
954	337.390	51916	0.0429122
955	337.744	52221	0.0431643
956	338.097	52124	0.0430842
957	338.451	52063	0.0430337
958	338.805	51542	0.0426031
959	339.158	51704	0.042737
960	339.512	51563	0.0426205
961	339.866	51089	0.0422287
962	340.219	51090	0.0422295
963	340.573	51209	0.0423279
964	340.926	51341	0.042437
965	341.280	50801	0.0419906
966	341.634	51333	0.0424303
967	341.987	50685	0.0418947
968	342.341	50969	0.0421295
969	342.695	50838	0.0420212
970	343.048	50574	0.041803
971	343.402	50329	0.0416005
972	343.756	50378	0.041641
973	344.109	50563	0.0417939
974	344.463	50241	0.0415277
975	344.817	50019	0.0413442
976	345.170	49586	0.0409863
977	345.524	50129	0.0414352
978	345.877	49363	0.040802
979	346.231	49862	0.0412145
980	346.585	49545	0.0409524
981	346.938	49606	0.0410029
982	347.292	49619	0.0410136
983	347.646	49170	0.0406425
984	347.999	49324	0.0407698
985	348.353	49523	0.0409343
986	348.707	49280	0.0407334
987	349.060	49189	0.0406582
988	349.414	48743	0.0402895
989	349.768	48986	0.0404904
990	350.121	48842	0.0403714
991	350.475	48675	0.0402333
992	350.829	48331	0.039949
993	351.182	48414	0.0400176
994	351.536	49326	0.0407714
995	351.889	49426	0.0408541
996	352.243	49685	0.0410682
997	352.597	48972	0.0404788
998	352.950	48524	0.0401085
999	353.304	48010	0.0396837
1000	353.658	48107	0.0397638
1001	354.011	47846	0.0395481
1002	354.365	48098	0.0397564
1003	354.719	47882	0.0395778
1004	355.072	47771	0.0394861
1005	355.426	47601	0.0393456
1006	355.780	47781	0.0394944
1007	356.133	47352	0.0391398
1008	356.487	47734	0.0394555
1009	356.840	47293	0.039091
1010	357.194	47015	0.0388612
1011	357.548	47952	0.0396357
1012	357.901	47281	0.0390811
1013	358.255	47435	0.0392084
1014	358.609	47157	0.0389786
1015	358.962	47098	0.0389298
1016	359.316	47042	0.0388835
1017	359.670	47278	0.0390786
1018	360.023	46732	0.0386273
1019	360.377	46740	0.0386339
1020	360.731	46405	0.038357
1021	361.084	46484	0.0384223
1022	361.438	46558	0.0384835
1023	361.792	46297	0.0382677
1024	362.145	46647	0.038557
1025	362.499	46467	0.0384083
1026	362.852	46396	0.0383496
1027	363.206	46063	0.0380743
1028	363.560	46148	0.0381446
1029	363.913	46185	0.0381752
1030	364.267	46173	0.0381652
1031	364.621	45882	0.0379247
1032	364.974	45790	0.0378487
1033	365.328	45222	0.0373792
1034	365.682	45776	0.0378371
1035	366.035	45457	0.0375734
1036	366.389	45732	0.0378007
1037	366.743	45627	0.0377139
1038	367.096	45344	0.03748
1039	367.450	45360	0.0374932
1040	367.803	45508	0.0376156
1041	368.157	45079	0.037261
1042	368.511	45247	0.0373998
1043	368.864	45326	0.0374651
1044	369.218	44899	0.0371122
1045	369.572	44851	0.0370725
1046	369.925	44985	0.0371833
1047	370.279	44724	0.0369675
1048	370.633	44773	0.037008
1049	370.986	44748	0.0369874
1050	371.340	44406	0.0367047
1051	371.694	44820	0.0370469
1052	372.047	44670	0.0369229
1053	372.401	44543	0.0368179
1054	372.755	44525	0.0368031
1055	373.108	44585	0.0368526
1056	373.462	44318	0.036632
1057	373.815	44254	0.0365791
1058	374.169	43872	0.0362633
1059	374.523	43860	0.0362534
1060	374.876	44197	0.0365319
1061	375.230	43997	0.0363666
1062	375.584	44152	0.0364947
1063	375.937	43983	0.0363551
1064	376.291	43974	0.0363476
1065	376.645	43974	0.0363476
1066	376.998	43670	0.0360963
1067	377.352	44031	0.0363947
1068	377.706	43604	0.0360418
1069	378.059	43859	0.0362526
1070	378.413	43243	0.0357434
1071	378.766	43412	0.0358831
1072	379.120	43312	0.0358004
1073	379.474	43869	0.0362608
1074	379.827	43563	0.0360079
1075	380.181	43290	0.0357822
1076	380.535	43607	0.0360443
1077	380.888	43270	0.0357657
1078	381.242	43044	0.0355789
1079	381.596	43252	0.0357508
1080	381.949	42799	0.0353764
1081	382.303	43097	0.0356227
1082	382.657	42979	0.0355252
1083	383.010	43032	0.035569
1084	383.364	42707	0.0353003
1085	383.718	42301	0.0349648
1086	384.071	42860	0.0354268
1087	384.425	42669	0.0352689
1088	384.778	42803	0.0353797
1089	385.132	42736	0.0353243
1090	385.486	42734	0.0353227
1091	385.839	42691	0.0352871
1092	386.193	42100	0.0347986
1093	386.547	42307	0.0349697
1094	386.900	42635	0.0352408
1095	387.254	42614	0.0352235
1096	387.608	42301	0.0349648
1097	387.961	41902	0.034635
1098	388.315	42163	0.0348507
1099	388.669	41907	0.0346391
1100	389.022	41951	0.0346755
1101	389.376	41855	0.0345961
1102	389.729	42150	0.0348399
1103	390.083	41753	0.0345118
1104	390.437	42012	0.0347259
1105	390.790	41720	0.0344845
1106	391.144	41679	0.0344506
1107	391.498	41192	0.0340481
1108	391.851	41722	0.0344862
1109	392.205	41725	0.0344887
1110	392.559	41343	0.0341729
1111	392.912	41458	0.034268
1112	393.266	41255	0.0341002
1113	393.620	41061	0.0339398
1114	393.973	41232	0.0340812
1115	394.327	41406	0.034225
1116	394.681	41126	0.0339935
1117	395.034	41325	0.034158
1118	395.388	41211	0.0340638
1119	395.741	40943	0.0338423
1120	396.095	40887	0.033796
1121	396.449	41239	0.0340869
1122	396.802	40664	0.0336117
1123	397.156	40807	0.0337299
1124	397.510	41044	0.0339258
1125	397.863	40964	0.0338596
1126	398.217	40874	0.0337852
1127	398.571	40828	0.0337472
1128	398.924	40351	0.0333529
1129	399.278	40401	0.0333943
1130	399.632	40733	0.0336687
1131	399.985	40478	0.0334579
1132	400.339	39988	0.0330529
1133	400.692	40595	0.0335546
1134	401.046	40335	0.0333397
1135	401.400	40207	0.0332339
1136	401.753	40229	0.0332521
1137	402.107	40242	0.0332629
1138	402.461	40198	0.0332265
1139	402.814	40246	0.0332662
1140	403.168	40487	0.0334654
1141	403.522	40152	0.0331885
1142	403.875	39954	0.0330248
1143	404.229	39801	0.0328983
1144	404.583	39893	0.0329744
1145	404.936	39929	0.0330041
1146	405.290	40112	0.0331554
1147	405.644	39681	0.0327991
1148	405.997	39658	0.0327801
1149	406.351	39775	0.0328768
1150	406.704	39701	0.0328157
1151	407.058	39433	0.0325942
1152	407.412	39603	0.0327347
1153	407.765	39558	0.0326975
1154	408.119	39580	0.0327157
1155	408.473	39495	0.0326454
1156	408.826	39325	0.0325049
1157	409.180	39552	0.0326925
1158	409.534	39513	0.0326603
1159	409.887	39348	0.0325239
1160	410.241	39181	0.0323859
1161	410.595	39440	0.0325999
1162	410.948	39650	0.0327735
1163	411.302	39247	0.0324404
1164	411.655	39343	0.0325198
1165	412.009	39242	0.0324363
1166	412.363	38846	0.032109
1167	412.716	39573	0.0327099
1168	413.070	38959	0.0322024
1169	413.424	39366	0.0325388
1170	413.777	38733	0.0320156
1171	414.131	38719	0.032004
1172	414.485	38911	0.0321627
1173	414.838	38731	0.0320139
1174	415.192	38686	0.0319767
1175	415.546	38731	0.0320139
1176	415.899	38629	0.0319296
1177	416.253	38631	0.0319312
1178	416.607	38366	0.0317122
1179	416.960	38742	0.032023
1180	417.314	38280	0.0316411
1181	417.667	38470	0.0317982
1182	418.021	38221	0.0315924
1183	418.375	37981	0.031394
1184	418.728	38444	0.0317767
1185	419.082	38317	0.0316717
1186	419.436	38581	0.0318899
1187	419.789	38563	0.031875
1188	420.143	38306	0.0316626
1189	420.497	37960	0.0313766
1190	420.850	37811	0.0312535
1191	421.204	37948	0.0313667
1192	421.558	37836	0.0312741
1193	421.911	37858	0.0312923
1194	422.265	37650	0.0311204
1195	422.618	37726	0.0311832
1196	422.972	37772	0.0312212
1197	423.326	38002	0.0314113
1198	423.679	38193	0.0315692
1199	424.033	37602	0.0310807
1200	424.387	38208	0.0315816
1201	424.740	37965	0.0313808
1202	425.094	38011	0.0314188
1203	425.448	37549	0.0310369
1204	425.801	37691	0.0311543
1205	426.155	37504	0.0309997
1206	426.509	37382	0.0308989
1207	426.862	37283	0.030817
1208	427.216	37516	0.0310096
1209	427.570	37468	0.0309699
1210	427.923	37665	0.0311328
1211	428.277	37417	0.0309278
1212	428.630	37506	0.0310014
1213	428.984	37280	0.0308145
1214	429.338	37426	0.0309352
1215	429.691	37274	0.0308096
1216	430.045	37373	0.0308914
1217	430.399	37077	0.0306468
1218	430.752	37229	0.0307724
1219	431.106	36968	0.0305567
1220	431.460	37059	0.0306319
1221	431.813	37254	0.0307931
1222	432.167	36952	0.0305434
1223	432.521	37163	0.0307178
1224	432.874	37420	0.0309303
1225	433.228	36846	0.0304558
1226	433.581	36839	0.03045
1227	433.935	37219	0.0307641
1228	434.289	36989	0.030574
1229	434.642	36744	0.0303715
1230	434.996	36993	0.0305773
1231	435.350	36645	0.0302897
1232	435.703	36562	0.0302211
1233	436.057	36576	0.0302326
1234	436.411	36730	0.0303599
1235	436.764	36883	0.0304864
1236	437.118	36917	0.0305145
1237	437.472	38038	0.0314411
1238	437.825	41698	0.0344663
1239	438.179	49643	0.0410334
1240	438.532	57721	0.0477105
1241	438.886	61497	0.0508316
1242	439.240	56281	0.0465202
1243	439.593	47521	0.0392795
1244	439.947	40645	0.033596
1245	440.301	37896	0.0313237
1246	440.654	37122	0.030684
1247	441.008	36645	0.0302897
1248	441.362	36325	0.0300252
1249	441.715	36546	0.0302078
1250	442.069	36633	0.0302798
1251	442.423	36256	0.0299681
1252	442.776	36230	0.0299467
1253	443.130	36488	0.0301599
1254	443.484	36385	0.0300748
1255	443.837	36093	0.0298334
1256	444.191	36615	0.0302649
1257	444.544	36102	0.0298408
1258	444.898	36021	0.0297739
1259	445.252	36207	0.0299276
1260	445.605	36138	0.0298706
1261	445.959	36107	0.029845
1262	446.313	36008	0.0297632
1263	446.666	36037	0.0297871
1264	447.020	36417	0.0301012
1265	447.374	36015	0.0297689
1266	447.727	35791	0.0295838
1267	448.081	36151	0.0298814
1268	448.435	35913	0.0296846
1269	448.788	35947	0.0297127
1270	449.142	35820	0.0296078
1271	449.495	35401	0.0292614
1272	449.849	35904	0.0296772
1273	450.203	35378	0.0292424
1274	450.556	35651	0.0294681
1275	450.910	35620	0.0294424
1276	451.264	35354	0.0292226
1277	451.617	35583	0.0294119
1278	451.971	35270	0.0291531
1279	452.325	35420	0.0292771
1280	452.678	35165	0.0290664
1281	453.032	35362	0.0292292
1282	453.386	35119	0.0290283
1283	453.739	35549	0.0293838
1284	454.093	35827	0.0296135
1285	454.447	35378	0.0292424
1286	454.800	35393	0.0292548
1287	455.154	35334	0.029206
1288	455.507	35096	0.0290093
1289	455.861	34916	0.0288605
1290	456.215	35559	0.029392
1291	456.568	35076	0.0289928
1292	456.922	34973	0.0289077
1293	457.276	34800	0.0287647
1294	457.629	35182	0.0290804
1295	457.983	35203	0.0290978
1296	458.337	34946	0.0288853
1297	458.690	35207	0.0291011
1298	459.044	35101	0.0290135
1299	459.398	34970	0.0289052
1300	459.751	35174	0.0290738
1301	460.105	35007	0.0289358
1302	460.458	35058	0.0289779
1303	460.812	34948	0.028887
1304	461.166	34824	0.0287845
1305	461.519	34802	0.0287663
1306	461.873	34898	0.0288457
1307	462.227	34847	0.0288035
1308	462.580	34927	0.0288696
1309	462.934	35038	0.0289614
1310	463.288	34985	0.0289176
1311	463.641	34862	0.0288159
1312	463.995	34990	0.0289217
1313	464.349	34490	0.0285084
1314	464.702	34836	0.0287944
1315	465.056	34861	0.0288151
1316	465.410	34458	0.028482
1317	465.763	34442	0.0284687
1318	466.117	34694	0.028677
1319	466.470	34240	0.0283018
1320	466.824	34762	0.0287332
1321	467.178	34587	0.0285886
1322	467.531	34446	0.028472
1323	467.885	34215	0.0282811
1324	468.239	34142	0.0282208
1325	468.592	34583	0.0285853
1326	468.946	34323	0.0283704
1327	469.300	34089	0.028177
1328	469.653	34616	0.0286126
1329	470.007	34856	0.0288109
1330	470.361	34286	0.0283398
1331	470.714	34047	0.0281422
1332	471.068	34190	0.0282604
1333	471.421	34360	0.028401
1334	471.775	34230	0.0282935
1335	472.129	34180	0.0282522
1336	472.482	34430	0.0284588
1337	472.836	33975	0.0280827
1338	473.190	34023	0.0281224
1339	473.543	34408	0.0284406
1340	473.897	34185	0.0282563
1341	474.251	34208	0.0282753
1342	474.604	33777	0.0279191
1343	474.958	33805	0.0279422
1344	475.312	33930	0.0280455
1345	475.665	33779	0.0279207
1346	476.019	33945	0.0280579
1347	476.373	33973	0.0280811
1348	476.726	33927	0.0280431
1349	477.080	33793	0.0279323
1350	477.433	34007	0.0281092
1351	477.787	33896	0.0280174
1352	478.141	33638	0.0278042
1353	478.494	33389	0.0275984
1354	478.848	33799	0.0279373
1355	479.202	33574	0.0277513
1356	479.555	33877	0.0280017
1357	479.909	33468	0.0276637
1358	480.263	33315	0.0275372
1359	480.616	33699	0.0278546
1360	480.970	33862	0.0279893
1361	481.324	33509	0.0276976
1362	481.677	33478	0.0276719
1363	482.031	33591	0.0277653
1364	482.384	33064	0.0273297
1365	482.738	33875	0.0280001
1366	483.092	33996	0.0281001
1367	483.445	33293	0.027519
1368	483.799	33274	0.0275033
1369	484.153	33159	0.0274083
1370	484.506	33608	0.0277794
1371	484.860	33409	0.0276149
1372	485.214	33225	0.0274628
1373	485.567	33072	0.0273363
1374	485.921	33486	0.0276785
1375	486.275	33186	0.0274306
1376	486.628	33366	0.0275794
1377	486.982	33366	0.0275794
1378	487.336	33228	0.0274653
1379	487.689	33073	0.0273372
1380	488.043	32998	0.0272752
1381	488.396	32845	0.0271487
1382	488.750	33175	0.0274215
1383	489.104	32975	0.0272562
1384	489.457	33119	0.0273752
1385	489.811	32878	0.027176
1386	490.165	32963	0.0272462
1387	490.518	33222	0.0274603
1388	490.872	32656	0.0269925
1389	491.226	32739	0.0270611
1390	491.579	32995	0.0272727
1391	491.933	32837	0.0271421
1392	492.287	32899	0.0271933
1393	492.640	33241	0.027476
1394	492.994	32744	0.0270652
1395	493.347	33090	0.0273512
1396	493.701	32985	0.0272644
1397	494.055	32775	0.0270908
1398	494.408	33123	0.0273785
1399	494.762	32766	0.0270834
1400	495.116	32973	0.0272545
1401	495.469	32925	0.0272148
1402	495.823	32590	0.0269379
1403	496.177	32566	0.0269181
1404	496.530	32924	0.027214
1405	496.884	32578	0.026928
1406	497.238	32558	0.0269115
1407	497.591	32681	0.0270132
1408	497.945	32796	0.0271082
1409	498.299	32356	0.0267445
1410	498.652	32612	0.0269561
1411	499.006	32304	0.0267015
1412	499.359	32518	0.0268784
1413	499.713	32384	0.0267677
1414	500.067	32486	0.026852
1415	500.420	32347	0.0267371
1416	500.774	32316	0.0267115
1417	501.128	32362	0.0267495
1418	501.481	32396	0.0267776
1419	501.835	32476	0.0268437
1420	502.189	32841	0.0271454
1421	502.542	32031	0.0264759
1422	502.896	32163	0.026585
1423	503.250	32352	0.0267412
1424	503.603	32231	0.0266412
1425	503.957	32340	0.0267313
1426	504.310	32209	0.026623
1427	504.664	32052	0.0264932
1428	505.018	32499	0.0268627
1429	505.371	32437	0.0268115
1430	505.725	31970	0.0264255
1431	506.079	32042	0.026485
1432	506.432	32486	0.026852
1433	506.786	32696	0.0270255
1434	507.140	32722	0.027047
1435	507.493	33328	0.0275479
1436	507.847	34323	0.0283704
1437	508.201	35271	0.029154
1438	508.554	36984	0.0305699
1439	508.908	40976	0.0338696
1440	509.262	46678	0.0385827
1441	509.615	54826	0.0453176
1442	509.969	64014	0.0529121
1443	510.322	72119	0.0596114
1444	510.676	78658	0.0650164
1445	511.030	79784	0.0659471
1446	511.383	76732	0.0634244
1447	511.737	69123	0.057135
1448	512.091	60031	0.0496199
1449	512.444	50818	0.0420047
1450	512.798	44111	0.0364609
1451	513.152	38829	0.0320949
1452	513.505	36006	0.0297615
1453	513.859	33985	0.028091
1454	514.213	33391	0.0276
1455	514.566	32356	0.0267445
1456	514.920	32134	0.026561
1457	515.273	32219	0.0266313
1458	515.627	31694	0.0261973
1459	515.981	31996	0.026447
1460	516.334	31402	0.025956
1461	516.688	31724	0.0262221
1462	517.042	31822	0.0263031
1463	517.395	31472	0.0260138
1464	517.749	31439	0.0259866
1465	518.103	31071	0.0256824
1466	518.456	31525	0.0260576
1467	518.810	31470	0.0260122
1468	519.164	31411	0.0259634
1469	519.517	31283	0.0258576
1470	519.871	31291	0.0258642
1471	520.224	31256	0.0258353
1472	520.578	31385	0.0259419
1473	520.932	31242	0.0258237
1474	521.285	30829	0.0254823
1475	521.639	30898	0.0255394
1476	521.993	31212	0.0257989
1477	522.346	31336	0.0259014
1478	522.700	30942	0.0255757
1479	523.054	31157	0.0257535
1480	523.407	31042	0.0256584
1481	523.761	30979	0.0256063
1482	524.115	30905	0.0255452
1483	524.468	31164	0.0257592
1484	524.822	31263	0.0258411
1485	525.176	30972	0.0256005
1486	525.529	31098	0.0257047
1487	525.883	30959	0.0255898
1488	526.236	31039	0.0256559
1489	526.590	30984	0.0256105
1490	526.944	31018	0.0256386
1491	527.297	31140	0.0257394
1492	527.651	30827	0.0254807
1493	528.005	30618	0.0253079
1494	528.358	31049	0.0256642
1495	528.712	30829	0.0254823
1496	529.066	31307	0.0258774
1497	529.419	30888	0.0255311
1498	529.773	30591	0.0252856
1499	530.127	30968	0.0255972
1500	530.480	31207	0.0257948
1501	530.834	30789	0.0254493
1502	531.187	31128	0.0257295
1503	531.541	30861	0.0255088
1504	531.895	30483	0.0251963
1505	532.248	30501	0.0252112
1506	532.602	30904	0.0255443
1507	532.956	30569	0.0252674
1508	533.309	30286	0.0250335
1509	533.663	30507	0.0252162
1510	534.017	30333	0.0250724
1511	534.370	30688	0.0253658
1512	534.724	30807	0.0254642
1513	535.078	30480	0.0251939
1514	535.431	30335	0.025074
1515	535.785	30650	0.0253344
1516	536.139	30531	0.025236
1517	536.492	30671	0.0253517
1518	536.846	30261	0.0250129
1519	537.199	30396	0.0251244
1520	537.553	30161	0.0249302
1521	537.907	30326	0.0250666
1522	538.260	30609	0.0253005
1523	538.614	30495	0.0252063
1524	538.968	30362	0.0250963
1525	539.321	30485	0.025198
1526	539.675	30230	0.0249872
1527	540.029	30507	0.0252162
1528	540.382	30265	0.0250162
1529	540.736	30561	0.0252608
1530	541.090	30336	0.0250748
1531	541.443	30123	0.0248988
1532	541.797	30365	0.0250988
1533	542.150	30208	0.024969
1534	542.504	30154	0.0249244
1535	542.858	30313	0.0250558
1536	543.211	30487	0.0251997
1537	543.565	30104	0.0248831
1538	543.919	30247	0.0250013
1539	544.272	30527	0.0252327
1540	544.626	29951	0.0247566
1541	544.980	30284	0.0250319
1542	545.333	30425	0.0251484
1543	545.687	30008	0.0248037
1544	546.041	30116	0.024893
1545	546.394	30209	0.0249699
1546	546.748	30264	0.0250153
1547	547.102	30053	0.0248409
1548	547.455	30021	0.0248145
1549	547.809	30333	0.0250724
1550	548.162	30217	0.0249765
1551	548.516	30154	0.0249244
1552	548.870	30455	0.0251732
1553	549.223	30221	0.0249798
1554	549.577	29944	0.0247508
1555	549.931	30240	0.0249955
1556	550.284	30196	0.0249591
1557	550.638	29821	0.0246492
1558	550.992	29822	0.02465
1559	551.345	30038	0.0248285
1560	551.699	29797	0.0246293
1561	552.053	29994	0.0247922
1562	552.406	30041	0.024831
1563	552.760	30059	0.0248459
1564	553.113	30107	0.0248856
1565	553.467	29871	0.0246905
1566	553.821	30012	0.024807
1567	554.174	29836	0.0246616
1568	554.528	30183	0.0249484
1569	554.882	29602	0.0244681
1570	555.235	29601	0.0244673
1571	555.589	30072	0.0248566
1572	555.943	29804	0.0246351
1573	556.296	30006	0.0248021
1574	556.650	29806	0.0246368
1575	557.004	29684	0.0245359
1576	557.357	29729	0.0245731
1577	557.711	29665	0.0245202
1578	558.065	29648	0.0245062
1579	558.418	29925	0.0247351
1580	558.772	29421	0.0243185
1581	559.125	29544	0.0244202
1582	559.479	29748	0.0245888
1583	559.833	29480	0.0243673
1584	560.186	29954	0.0247591
1585	560.540	30070	0.024855
1586	560.894	29884	0.0247012
1587	561.247	29419	0.0243169
1588	561.601	29688	0.0245392
1589	561.955	29616	0.0244797
1590	562.308	29560	0.0244334
1591	562.662	29914	0.024726
1592	563.016	29639	0.0244987
1593	563.369	29421	0.0243185
1594	563.723	29598	0.0244648
1595	564.076	29269	0.0241929
1596	564.430	29586	0.0244549
1597	564.784	29663	0.0245186
1598	565.137	29538	0.0244152
1599	565.491	29456	0.0243475
1600	565.845	29255	0.0241813
1601	566.198	29676	0.0245293
1602	566.552	29719	0.0245648
1603	566.906	29163	0.0241053
